0	10.284555301202541	10.214453267642297	10.32667004895006
1/10	10.281308712216072	10.215453229283725	10.326960165478548
1/5	10.278062123229603	10.216453190925153	10.327250282007036
3/10	10.278922996286353	10.217268568754656	10.327775430304236
2/5	10.283957337909403	10.219627191997617	10.32853294800252
1/2	10.282258692698935	10.223285404692962	10.329564411519678
3/5	10.285027382731291	10.226378222130657	10.330924569884452
7/10	10.288500098007505	10.233337182116937	10.332763570422726
4/5	10.293980037155187	10.241406531758209	10.335235151811645
9/10	10.301321635854501	10.252877614565126	10.338606045758276
99/100	10.310802456731462	10.265221132714483	10.342228023605566
