0	0.035034718159254366	0.0156454324426002	0.05720926687463129
1/20	0.03507012192413734	0.015638898890573127	0.05734049725543895
1/10	0.03509623614433616	0.015634603134638082	0.05743619681659198
3/20	0.03512369341124482	0.015630182444566064	0.05753629171822973
1/5	0.03515775412941795	0.015623773826675964	0.057663126758552674
1/4	0.03519931595815939	0.015613755383437272	0.05782521133980595
3/10	0.03524592325311088	0.015598487673072769	0.05802096543426276
7/20	0.03529214262523237	0.015576000857428838	0.058240863747927134
2/5	0.03533374179543238	0.015544007120240158	0.05847919069792092
9/20	0.03536354046445345	0.015499172425561068	0.05872464304567122
1/2	0.03537285730864292	0.015437037413929038	0.058965720435645734
11/20	0.03534731261637145	0.015350597458116446	0.05918167382319963
3/5	0.03527177743217072	0.015232824038684643	0.0593500963489929
13/20	0.03511358859837048	0.015069082760101061	0.059419388216479525
7/10	0.03484858267752482	0.014847644044053806	0.05935303798752198
3/4	0.03431429496659448	0.01449982271974697	0.05887489495591457
4/5	0.03367905357788095	0.014089849157962955	0.05829293395886445
17/20	0.03267981071880041	0.013505675638597349	0.05716355210943134
9/10	0.030440403835104164	0.012385039037227874	0.0539740069035063
19/20	0.025193078443524697	0.010002314125177677	0.04565516409770081
1	0.014000010964421652	0.005155366869578589	0.027094245587235645
