0	3.580820735624551	3.504359953915011	3.6427786021344057
1/10	3.5813775407158297	3.5047947648818103	3.6431094799172543
1/5	3.5819343458071082	3.5052295758486096	3.643440357700103
3/10	3.5834798258904614	3.5065897060179534	3.644013145006523
2/5	3.584665296790009	3.5086139627615878	3.6448562527619366
1/2	3.586967002758437	3.51157760358517	3.6460228958882888
3/5	3.5902108415435894	3.5160670342632545	3.6475910324616403
7/10	3.5948912045016255	3.5230573616818277	3.649673992214731
4/5	3.6008818600571852	3.5332122262867602	3.65247795733201
9/10	3.609731951966939	3.549055257458368	3.656281199189587
99/100	3.618172131285003	3.5604329339917355	3.659776357492796
