12.3, 0.0248, 0.0310, 0.0325, 0.0296
17.3, 0.0274, 0.0334, 0.0349, 0.0320
62.4, 0.0296, 0.0355, 0.0370, 0.0342
130.0, 0.0297, 0.0356, 0.0371, 0.0343
200.0, 0.0298, 0.0357, 0.0371, 0.0343
2760.0, 0.0298, 0.0357, 0.0372, 0.0343
5020.0, 0.0298, 0.0357, 0.0372, 0.0343
15020.0, 0.0298, 0.0357, 0.0372, 0.0343
