147.8 0.10661919683130358	0.940634178434331	0.0017259092488989	0.	0.006064580905332044	1.223064647616861	0.0000712625614771131	0.00003787328517714544	0.00005917923612121433	1.2230973740917137	0.000044544188879167493	0.000017039099788660066	0.000014146300954717085	1.2231031682457625	0.00006575650422290723	0.00018322142625160038	0.0015512934997495536	1.2228928587449643	0.00007256420669187253	0.000047066990886708534	0.00016621513470131078
147.8 0.1592075670951737	1.223952157851189	0.003915916597117779	0.001664733541344182	0.006064580905332044	1.223064647616861	0.0000712625614771131	0.00003787328517714544	0.00005917923612121433	1.2230973740917137	0.000044544188879167493	0.000017039099788660066	0.000014146300954717085	1.2231031682457625	0.00006575650422290723	0.00018322142625160038	0.0015512934997495536	1.2228928587449643	0.00007256420669187253	0.000047066990886708534	0.00016621513470131078
147.8 0.1984415121786198	1.369526592924924	0.0001808809870598505	0.00011342593476379357	0.00009786088582544663	1.3695265929249243	0.00018088098705968772	0.00011342593476606871	0.00009786088583192551	1.3695265929249234	0.00018088098705963638	0.00011342593476600972	0.00009786088583186355	1.369526592924923	0.00018088098699842284	0.00011342593583933688	0.00009786088749956727	1.369526606587975	0.0001808743157847181	0.00011342591847045557	0.00009786071231174401
147.8 0.21549951736580972	1.4425217509539896	0.0011725675561891676	0.0009741652348955971	0.00042963262957384347	1.4425217509539892	0.001172567556187056	0.0009741652348983635	0.0004296326295789771	1.4425217509559942	0.0011725675616614955	0.0009741652349132888	0.00042963262959102764	1.4425217509486263	0.001172567545208675	0.0009741665890157326	0.00042963395016431107	1.4425213899029956	0.001171777832704026	0.0009741650547161967	0.0004296334968984724
147.8 0.24712070534506092	1.508893660837864	0.012289171000947953	0.015849430094380345	0.009565105633102682	1.5088937575200694	0.012289383926536807	0.01584968360343944	0.009566040342339047	1.508896989326806	0.012301594182873124	0.01584960562041571	0.009564163585024713	1.5088940450390813	0.012314448894958838	0.01587058386977009	0.0095031722478668	1.5098633229264387	0.012578979637640505	0.01595269627031268	0.009431089793512919
147.8 0.27380400879566985	1.5744512877499135	0.004230738162216034	0.007904378087188572	0.005062521342802571	1.5744512877398977	0.004230738137204316	0.007904378206312002	0.0050625219987034615	1.57445126155128	0.004230797141290998	0.00790437668475699	0.005062520120596607	1.5744511555029317	0.0042309609497808535	0.007907476438238298	0.005066846035179543	1.5746254152203363	0.004109388451330851	0.007910504508455256	0.005071175431908253
147.8 0.31402084348218323	1.6674471879604555	0.0026878939899500696	0.009678565570381825	0.003146767780471741	1.6674471879547306	0.0026878939897475532	0.009678565671231992	0.003146767941045543	1.6674471763050238	0.0026879067605043907	0.009678565109725786	0.003146768000595387	1.6674471103638908	0.0026880222010290072	0.00968107340914299	0.0031483210370807408	1.6676347649072059	0.0026619919834270753	0.009683525937168893	0.0031489090790240994
147.8 0.33270940798376186	1.7046900852384919	0.009564019969390037	0.01972295014274646	0.007682127753614093	1.7046900845571191	0.009564025298882348	0.019722953777062475	0.0076821123585370625	1.7046905033955688	0.009563809957567783	0.01972299874207281	0.007682242340201932	1.7046899015770076	0.009565386772618086	0.019732005559010026	0.007677436496958351	1.7054211833327089	0.009197914605122886	0.01975659654270631	0.007694505351636563
147.8 0.36816907476319355	1.763690718124963	0.004958026231290118	0.007775488810735131	0.002752404575133304	1.7636907181480121	0.004958026190685215	0.007775488471952471	0.0027524040701649194	1.7636906799820575	0.004958046153008435	0.007775486746471404	0.0027524023083950805	1.763690604130313	0.004958195515647448	0.007778493810207989	0.0027554821153718914	1.7638527029025863	0.004939158551971644	0.007780506641965972	0.0027555795843969754
147.8 0.4159446848218314	1.8493769481381108	0.0037600292512477563	0.007459100787602545	0.004190781136023163	1.8493769481514482	0.0037600292471612336	0.007459100592289954	0.004190780719313979	1.8493769230505919	0.003760058686498967	0.007459099366834966	0.0041907784348266105	1.8493768555842274	0.003760072535962424	0.007461367963135714	0.004194192610840834	1.8495149633841295	0.0036806213261307264	0.007463654442007145	0.0041957398555648815
147.8 0.44344237934145253	1.9089313379948596	0.012271121895102276	0.03259271593320846	0.011071105538194268	1.908931339278576	0.01227112054055342	0.03259270742721112	0.011071089935217365	1.9089307750442395	0.012270853814965524	0.03259265443343666	0.011071039785618192	1.9089290506195775	0.012272565926290906	0.032621775737636	0.011087196329044733	1.9101611226580624	0.011717458943964375	0.03266035968663663	0.011129723790742346
