0.8217813463045806	0.25711286229866936	0.08673333086044915
0.8208984625377337	0.26234503987808544	0.08834701242561366
0.8175835695494869	0.2257749544591045
0.8160056957822895	0.22130824014216835
0.8097571725398459	0.2608078617279482	0.10011680895307959
0.8007914844012833	0.2642655748737043	0.11041344839287455
0.792724048102392	0.25740845921974337	0.10913517351338711
0.7827927229392647	0.18595859732051676
0.7736429076218841	0.2648024535367626	0.11487621389867218
0.7613048255015353	0.26148320808033293	0.12106663011196252
0.7486256576241737	0.256330756699366	0.11823284276503163
0.7364567652086624	0.25802856164670424	0.12975236887799763
0.7219194544981803	0.25800694296788473	0.12494874901137652
0.7085903363922283	0.2554896283099777	0.11710096823461928
0.6943457090949563	0.08334324215728485
0.6795314475447991	0.24546197261056585	0.14382172688088507
0.6651520074426088	0.24274135166459862	0.162806927950646
0.6520368518785566	0.23790538462816488	0.0036254610495565424	0.08867542425266381
0.6369461576613802	0.23061733946133078	0.022483359141023496	0.096389315210345
0.6237270224946969	0.22841476258365656	0.03628876844536815	0.09089833404123814
0.6125402795565147	0.224756879320421	0.04058566087141845	0.09384282822310773
0.5986756206795841	0.21558099650970827	0.04867825898513351	0.095845466935778
0.5860932086925065	0.213259706079156	0.060883156374776405	0.09114277508450976
0.5725445116984911	0.2151032905287426	0.10929248505282955	0.07695590396792466
0.5609117640148348	0.1872267493954821	0.07055628514341983	0.08336711416508381
0.5527723458774371	0.1701423047366665	0.04814818166560362
0.5390864751012477	0.14570137703425978	0.07903599104533841	0.07750307462376943
0.5283474637552893	0.12354199178759633	0.08054702137294802	0.06713162642352052
0.5181232758202187	0.10968386349538858	0.08426601980875241	0.06231343235841418
0.505041950122556	0.08968125095505303	0.08835574461464278	0.06410409595748906
0.49716309161509764	0.08383970955290498	0.025131884941613915
0.489691627485974	0.0864004838387155	0.08534293295938093	0.05191853420962431
0.48078372576683687	0.08962515206217694	0.08981133804704157	0.050560377877797255
0.47148007938432146	0.0936017624229045	0.08747252526523816	0.17683958500582636
0.46278515913310186	0.095453930737767	0.08895978684371768	0.18235553261279086
0.45609041196979866	0.09776697085701612	0.08957474847724077	0.18561150592978123
0.44406757443300976	0.0969341024689919	0.09434838186871528	0.19807801851715037
0.4410550876798454	0.09821188055293313	0.38162096399297757
0.4344638168496277	0.09875838843574478	0.3822487199622715
0.4296168359072517	0.09922360473256282	0.09090608696526847	0.20578408590090977
0.42463975844889673	0.09956536152209035	-0.12545802631226163	0.04776696148815568
0.4202283462212756	0.10151381050487444	0.09498242529786517	0.20803340270059753
0.4448442224900429	0.10131377349048137	0.3832944276581932
0.44260813951889705	0.10090068760257767	0.0956258844898689	0.19398438521205327
0.4552915854855446	0.09046269181586535	0.09234456096383226	0.17172738585017008
0.4538085846557896	0.09100261037594073	-0.05003313622083568	0.053903194865469434
0.4494999271268612	0.09278325766311496	0.09355228334008511	0.17561750300869677
0.4494418754221396	0.098359466836739	0.0968771734826318	0.05257567127492499
0.44871851431228144	0.09578237433269024	-0.07123458773188616	0.0545482582044654
0.4486597412371271	0.09597457233432476	0.08352260342482913	0.171068191978572
0.4484980387230776	0.09602432169034418	-0.07136553961119205	0.061244080955212506
