0.1251478519080373	0.6474908074908552	1.0037885162209845
0.1251153052177477	0.6476147386867239	1.0054704415047349
0.12493990136229408	0.6485027334183888
0.12461696438948168	0.6473113155003137
0.12446539969943103	0.6408717806097273	1.0061057642535394
0.12459796257375422	0.6374675673749494	1.0100997397053197
0.12312379298026581	0.6320662187864948	0.9970246068222359
0.12215675194615457	0.6353950866634375
0.1207639765945011	0.6160495093258289	0.9750294114573534
0.1196831747178275	0.6083948021909348	0.9626376248578858
0.11720632715865975	0.5948549132837812	0.9420026840434708
0.11518186059103791	0.5800923651322618	0.9297344867170475
0.11264021359500358	0.5664281859214958	0.9081646824303825
0.1096301132416071	0.5489472982613877	0.8853263411287874
0.10658058441770012	0.567108392156752
0.10373895298714304	0.5135605122750622	0.9243213673331369
0.10050243717678468	0.4957812994470653	0.9168400606860907
0.09782706097083708	0.4804093187425601	0.7980714073304978	0.8990428440336934
0.09418556480894301	0.45884585287978047	0.7706150815279457	0.8805645996302766
0.09115073035759358	0.44186962201406677	0.7503375343186884	0.8620278203462084
0.08881026840979546	0.4293580184107149	0.7334539044504989	0.8490896551532549
0.08544049679836638	0.4090130036923371	0.7026850861879249	0.8242904125551166
0.08228174566068289	0.391402350173039	0.6794175626181383	0.807867094486979
0.07879117140960903	0.3744852777303615	0.762404084060359	0.8174434340049255
0.07627316859307909	0.3567694177542739	0.6259553527699154	0.7624465775811851
0.0745247320646746	0.34510588961358607	0.6148945967951239
0.0711911361880334	0.3275689998877073	0.5903438192991933	0.7363527070326928
0.06890488273811918	0.31127998761788883	0.5633160878395267	0.7093768629892175
0.06693239073608898	0.2985459931634568	0.5460604950306492	0.696142969094321
0.06408480035117219	0.2781854454465506	0.512806730900134	0.6632584996857612
0.06272432606927729	0.2717463037790013	0.516343337577787
0.061026922808186106	0.2607548256937912	0.4935522916918926	0.6491060805159172
0.059523294138862606	0.24703479531626277	0.4743775146591898	0.6294827213586974
0.0577852828950137	0.23459672790761968	0.45640208844145713	0.7698721691868621
0.05655875306105617	0.22530713837542557	0.4446227143096475	0.7636397307623043
0.05548154443338506	0.21791765154839057	0.43465533658795913	0.7567849683088549
0.053631586486966205	0.20342111366138582	0.41336410570621684	0.745689869689613
0.05270229566399959	0.19737799214556304	0.6777715980495231
0.052014008745201144	0.19229920044860688	0.6727056296225471
0.051292771223539334	0.1876400349533676	0.3885558280799764	0.727622769930234
0.050656054123388944	0.18369863290167854	0.5449070340522264	0.6307431768917469
0.05001109289568951	0.1803992806336502	0.37716920031188395	0.7178710147620997
0.05276206925133194	0.19801928645914407	0.6793012132040788
0.052396412589746415	0.19560226283837664	0.4034388540671646	0.7343872421143444
0.05750935253257134	0.22608996678777568	0.44556264663216605	0.757803265998076
0.05724496458928901	0.22420343012053756	0.5939826675118588	0.6811041575278386
0.05658485363747215	0.21942804672742006	0.4361135077168837	0.7520687679811978
0.056459720278174155	0.22218171256408617	0.44770370373069696	0.6122982732289138
0.05633426221528334	0.22049044539791124	0.5931355472476808	0.6550852731121338
0.05633516063954416	0.21964313366048596	0.434001384505903	0.7466883681219019
0.056311925848494315	0.21951353703106277	0.5924510814539086	0.6551322611951953
