0.12292446938054429	0.6480771348674851
0.12310758117165095
0.12330370120923118	0.648876895159215
0.12372800418489073	0.6506010290021292
0.12416791880857628	0.6508817196147221
0.1245327951232398	0.653034513528922	-0.09646003327345364
0.12494429196271632	0.6520223552733326	-0.1267395687597702
0.12573218419616228	0.651200603994991	0.5795544002174429
0.1253116244776571	0.6508684117061851	0.9942271249551128
0.12512898059355415	0.6480231045593278	1.0053341509596327
0.12487555123956819	0.6429150185375945	1.0088910817961603
0.1242173105860136	0.6376975000170534	1.0070092022679036
0.12297153791723305	0.6289392995574656	1.001116690376905
0.12132613243163058	0.6199553000357969	0.9815622247691697
0.12010061192281306	0.6114810510076999	0.9672618223243296
0.11784004844741239	0.5973793477968216	0.9482042546908424
0.11519696244221614	0.5824683107765009	0.927899766637407
0.11295382044384863	0.5680362734096343	0.9112528834685084
0.11006818828011482	0.5516364622386046	0.88660024014629
0.1074699790825968	0.5364016395291772	0.8686998482312083
0.10490821158476991	0.5588815307838437
0.10160814583377108	0.5037089041001295	0.9205218891591403
0.099161320660983	0.4881699913868774	0.8059504002226028	0.903530179633152
0.09685132992235769	0.47513132820404236	0.7918213599378859	0.8985441581713296
0.0938813305068825	0.4576226306012801	0.7681447327759411	0.8737846923617142
0.09143153596290508	0.44269297674844105	0.7504610405660141	0.8607797623579357
0.08953870705100388	0.4323523589805222	0.7353003980683602	0.849370554828024
0.0867261822363255	0.4160783760135058	0.7129905884353465	0.8303408094057947
0.08487330219621293	0.4074305696712711	0.7015046917669251	0.8238670796243203
0.082160007726789	0.39176568236751186	0.6785774470303321	0.8065441126211707
0.08005365704790586	0.3809776235601975	0.6645301770839467	0.7954851735143101
0.07718419670769244	0.3636283326178581	0.6381892841694593	0.774163144757511
0.07601994342797752	0.35693116125725927	0.6301669423066458	0.7679036199947205
0.07471631165080045	0.34729141206532516	0.611872792287974	0.751835639485467
0.0732390992709241	0.3387541516284216	0.6010195724662455	0.7441223999145645
0.07096396740256522	0.3265075204868256	0.5887912140785632	0.7351076955485838
0.0696012892338371	0.3161173058482233	0.5688740001186713	0.7154251807990286
0.06857756562194438	0.30908905296801437	0.5584304881654372	0.7057065938768585
0.06764432600110118	0.30374949960477826	0.5541602640794886	0.7030954506845601
0.06652214880339677	0.29573872631316084	0.5406264027837264	0.6928343898971914
0.06543207320579218	0.28723930601701	0.5253932164502715	0.8063823448330034
0.06372318430049993	0.27860619117922303	0.514384202658334	0.6668272782321887
0.06335099764940029	0.2760106043610356	0.5106639453399783	0.8012365831068854
0.06284730330182904	0.2720097299455904	0.5063769421782267	0.6608812314583112
0.06212868909309939	0.2681484615795966	0.4994599552402648	0.653299912495205
0.06166692523965291	0.26443609168755094	0.4958248498167163	0.6492197280190749
0.06143766149447329	0.26125731072730823	0.4919214526002188	0.646164243496015
0.06106206963933085	0.25915996241345435	0.4906575419326393	0.7906244164627096
0.06095088207442054	0.260339465297064	0.4928911855507846	0.6487409212178509
0.060850424166032535	0.2590848872947755	0.4911807558907692	0.6474657005374256
0.06085421190431995	0.25889031740754664	0.4919890203593257	0.6460047491400208
