0.30985652639185524	0.49900280292170107
0.31039841473194085	0.4982032040419766
0.31034180804776484	0.4965267468511806
0.31461404803339926	0.4969292207845771
0.3168321156006344	0.47762659088019627
0.3200277298191345	0.4761571610757205
0.3242875777619597	0.4726219122000264
0.3290545561402951	0.4691836925807436
0.33437481349000553	0.4646899194485494
0.33859834275637707	0.465921844332475
0.34186981426346463	0.4648142895533425
0.34654969012446357	0.467233068713045
0.34947350918157416	0.4764864856723858
0.3529091388091402	0.48365519408879937
0.35211472192280385	0.5036503850741608	-1.9121568517484777
0.35472298896898197	0.5009351793000538	-0.377234378965912
0.3527333515038722	0.5278754433092853
0.3514889896314062	0.47350556435777463	-0.44522744172486584
0.34893770202049773	0.4741860251779983	-0.4572697323715327
0.34585945917677346	0.4472713851220959	-0.45565372205717486
0.3422158790066796	0.44450899311914427	-0.40307933322182427
0.33993214660314974	0.4466215762772084	-0.41183848077432855
0.33377575186920827	0.4347208112753095	-0.38633090892291155
0.3277812689899835	0.4236556626331902	-0.3842856392753958
0.32132422952108775	0.41967867395839953	-0.3307976664919028
0.3160297692479338	0.4076628180594695	-0.3167462080628358
0.3105443715684805	0.39407541795385054	-0.28173699114175116
0.3045055925617845	0.3936548738385648	-0.25387807491488507
0.2982568420305975	0.38319845569206185	-0.22437581771837914
0.29428261637910524	0.7508125542951887
0.2860723393456223	0.6112330147378746	-1.8594423251917924
0.2810065352467964	0.3689989187381569	-0.16921748711104434
0.2763599659561323	0.3692629536395167	-0.16352090041849293
0.27131646990923286	0.3535615633820463	0.17912461237015095	-0.48949051036433405
0.2680591171641108	0.3560098887941887	0.17653738542978925	-0.49964759875438336
0.2626498699581641	0.34222592481403824	0.1721767208092612	-0.47092347629677916
0.2580131082894849	0.3375562128029357	0.16954963560185418	-0.4565113504140995
0.254689688648313	0.3348567898982618	0.1798217389615013	-0.45779582139404484
0.2512018243843214	0.33462821191875486	0.17531417538459532	-0.4353433218234234
0.24763514687927463	0.32381924096911163	0.17498875513630832	-0.3922970593433878
0.2456659039066133	0.3251379485868502	0.17821975479048446	-0.41206883559379043
0.24324351784720682	0.32386588025898394	0.18350505357658498	-0.3951303897329613
0.2412237456027838	0.31883941574571745	0.18438848154048718	-0.38647865893587624
0.23859697391470366	0.3132601159375625	0.16852390680901713	-0.36347153901797996
0.23549690367103715	0.3011833833132589	0.16081308734342628	-0.3529976634529439
0.2338563957463312	0.30858470565857027	0.16103783770036065	-0.36072029880171314
0.23423557107511342	0.30792148279622183	0.18478662508206348	-0.34187483090743653
0.2319794225618037	0.3055535395283985	0.17036834905863374	-0.348243945233529
0.23138097712369404	0.30615877474459957	0.17469914754326657	-0.3607798767080127
0.23122054103773076	0.30584903454948087	0.18166115047093848	-0.35661326321148634
0.23035822357789928	0.3137364400575153	0.17366550397457545	-0.34118135946371786
