0	0.
1/50	2.1047247559962487e-10
1/25	3.0624335121572662e-9
3/50	1.4215837853097252e-8
2/25	4.2153014188505003e-8
1/10	9.773732259531456e-8
3/25	1.9395965221601127e-7
7/50	3.4574069459453444e-7
4/25	5.697706036453836e-7
9/50	8.843742394981341e-7
1/5	1.3093950476836562e-6
11/50	1.866093078671272e-6
6/25	2.5770547758638087e-6
13/50	3.4661109393424212e-6
7/25	4.558261631972839e-6
3/10	5.879609277950377e-6
8/25	7.4572965221281015e-6
17/50	9.319447874094853e-6
9/25	0.000011495115985893593
19/50	0.000014014231412646146
2/5	0.00001690755554443093
21/50	0.000020206636368073616
11/25	0.00002394376677503807
23/50	0.000028151945172722043
12/25	0.000032864838189692346
1/2	0.00003811674529280262
13/25	0.00004394256516917715
27/50	0.00005037776371495728
14/25	0.00005745834380834516
29/50	0.00006522080729230915
3/5	0.0000737021957490362
31/50	0.00008294001238183497
16/25	0.00009297206731910856
33/50	0.00010383658225443472
17/25	0.00011557221824985701
7/10	0.00012821798487187136
18/25	0.00014181322738191383
37/50	0.00015639760537031943
19/25	0.0001720110727151512
39/50	0.0001886938582395303
4/5	0.00020648644705018547
41/50	0.00022542956254170183
21/25	0.0002455641490369427
43/50	0.0002669313550287476
22/25	0.0002895725169942669
9/10	0.0003135291437574684
23/25	0.0003388429013751923
47/50	0.00036555559852380495
24/25	0.00039370917236505756
49/50	0.0004233456748709364
1	0.0004545072595884573
51/50	0.0004872361688272053
26/25	0.0005215747212539453
53/50	0.0005575652998768918
27/25	0.0005952503404031666
11/10	0.0006346723199609809
28/25	0.0006758737461690631
57/50	0.0007188971465373964
29/25	0.0007637850582008581
59/50	0.0008105800179507481
6/5	0.0008593245525890178
61/50	0.0009100611695386583
31/25	0.0009628323477862446
63/50	0.0010176805291203497
32/25	0.0010746481094489014
13/10	0.001133777430495627
33/25	0.0011951107722563583
67/50	0.0012586903335222981
34/25	0.0013245583145317064
69/50	0.0013927568418776318
7/5	0.0014633277913422965
71/50	0.0015363129510588013
36/25	0.0016117540824579742
73/50	0.0016896928233937753
37/25	0.0017701706936706536
3/2	0.0018532290885115825
38/25	0.0019389092723652932
77/50	0.002027252373294292
39/25	0.0021182993774412208
79/50	0.002212091123433003
8/5	0.0023086682971417078
81/50	0.0024080714266200265
41/25	0.0025103408771175034
83/50	0.00261551684625054
42/25	0.0027236393593371515
17/10	0.002834748264878118
43/25	0.002948883230173793
87/50	0.003066083737073621
44/25	0.0031863890778567818
89/50	0.003309838351241541
9/5	0.003436470458520179
91/50	0.0035663240998162152
46/25	0.003699437770460768
93/50	0.003835849757485016
47/25	0.003975598136225892
19/10	0.004118720767042243
48/25	0.004265255292138753
97/50	0.0044152391324950606
49/25	0.004568709484897527
99/50	0.00472570331907121
2	0.004886257374909665
101/50	0.005050408159800263
51/25	0.0052181919460427845
103/50	0.005389644768359109
52/25	0.0055648024214918716
21/10	0.005743700457890021
53/25	0.005926374185479238
107/50	0.006112858665515212
54/25	0.006303188710517825
109/50	0.006497398882284355
11/5	0.006695523489979957
111/50	0.006897596588303813
56/25	0.0071036519757294945
113/50	0.0073137231928180075
57/25	0.0075278435206017945
23/10	0.007746045979037358
58/25	0.007968363325524206
117/50	0.008194828053488222
59/25	0.00842547239102925
119/50	0.008660328299634182
12/5	0.008899427472956085
121/50	0.009142801335655478
61/25	0.009390481042294532
123/50	0.009642497476276615
62/25	0.009898881248838086
5/2	0.010159662698116126
63/25	0.010424871888304968
127/50	0.010694538608857048
64/25	0.010968692373646836
129/50	0.011247362420118999
13/5	0.011530577708662403
131/50	0.011818366922299692
66/25	0.01211075846598641
133/50	0.012407780465643234
67/25	0.012709460767835858
27/10	0.013015826939575195
68/25	0.013326906267889826
137/50	0.013642725759725383
69/25	0.013963312132994541
139/50	0.014288691875754303
14/5	0.014618891264333814
141/50	0.014953936181813524
71/25	0.015293852115519738
143/50	0.015638664339646433
72/25	0.015988397898980808
29/10	0.016343077547948445
73/25	0.016702727759357657
147/50	0.0170673727241334
74/25	0.017437036351343017
149/50	0.017811742268266754
3	0.01819151382049724
151/50	0.01857637407201305
76/25	0.018966345805285157
153/50	0.019361451521567968
77/25	0.01976171344123893
31/10	0.020167153504046957
78/25	0.02057779336935055
157/50	0.020993654416401823
79/25	0.021414757744678783
159/50	0.021841124174255728
16/5	0.02227277424620195
161/50	0.022709728223003274
81/25	0.023152006089004744
163/50	0.023599627550874587
82/25	0.024052612038090043
33/10	0.024510978703445332
83/25	0.024974746423581863
167/50	0.025443933799540214
84/25	0.025918559157333508
169/50	0.0263986405485415
17/5	0.02688419575092488
171/50	0.027375242269059203
86/25	0.027871797334987954
173/50	0.028373877908894243
87/25	0.028881500679790725
7/2	0.029394682066227213
88/25	0.029913438217015694
177/50	0.030437785011972196
89/25	0.03096773806267518
179/50	0.031503312713240056
18/5	0.03204452404110937
181/50	0.03259138685785836
91/25	0.03314391571001539
183/50	0.033702124879897
92/25	0.03426602838645716
37/10	0.03483563998615027
93/25	0.035410973173807744
187/50	0.035992041183527675
94/25	0.036578856989577246
189/50	0.037171433307307725
19/5	0.03776978259408136
191/50	0.03837391705021028
96/25	0.038983848619906766
193/50	0.03959958899224467
97/25	0.04022114960213179
39/10	0.040848541631292666
98/25	0.04148177600926175
197/50	0.04212086341438647
99/25	0.04276581427484002
199/50	0.04341663876964352
4	0.04407334682969734
201/50	0.044735948138821216
101/25	0.04540445213480312
203/50	0.04607886801045613
102/25	0.04675920471468386
41/10	0.04744547095355315
103/25	0.048137675191374914
207/50	0.04883582565179177
104/25	0.04953993031887328
209/50	0.05024999693821754
21/5	0.05096603301805995
211/50	0.051688045830387865
106/25	0.05241604241206191
213/50	0.05315002956594281
107/25	0.053890013862024494
43/10	0.054636001638572185
108/25	0.05538799900326643
217/50	0.05614601183435165
109/25	0.05691004578179031
219/50	0.05768010626842112
22/5	0.05845619849112245
221/50	0.059238327421979514
111/25	0.06002649780945625
223/50	0.06082071417957063
112/25	0.06162098083707427
9/2	0.06242730186663522
113/25	0.06323968113402459
227/50	0.06405812228730628
114/25	0.06488262875802978
229/50	0.06571320376242643
23/5	0.06654985030260811
231/50	0.06739257116776926
116/25	0.06824136893539089
233/50	0.06909624597244769
117/25	0.06995720443661664
47/10	0.070824246277488
118/25	0.07169737323777736
237/50	0.07257658685453951
119/25	0.07346188846038275
239/50	0.07435327918468512
24/5	0.07525075995481156
241/50	0.07615433149733362
121/25	0.0770639943392516
243/50	0.07797974880922019
122/25	0.0789015950387766
49/10	0.0798295329635705
123/25	0.08076356232459185
247/50	0.08170368266939355
124/25	0.08264989335330426
249/50	0.08360219354063217
5	0.08456058220586513
251/50	0.08552505813488476
126/25	0.08649561992621703
253/50	0.08747226599233886
