1/1000	2.08e-8
11/1000	1.8334e-6
21/1000	6.0152e-6
31/1000	0.0000122331
41/1000	0.0000202997
51/1000	0.0000300826
61/1000	0.0000414791
71/1000	0.0000544051
81/1000	0.0000687895
91/1000	0.0000845706
101/1000	0.0001016941
111/1000	0.0001201112
121/1000	0.0001397781
131/1000	0.0001606545
141/1000	0.0001827034
151/1000	0.0002058908
161/1000	0.0002301847
171/1000	0.0002555555
181/1000	0.0002819752
191/1000	0.0003094175
201/1000	0.0003378576
211/1000	0.0003672719
221/1000	0.000397638
231/1000	0.0004289347
241/1000	0.0004611414
251/1000	0.0004942389
261/1000	0.0005282083
271/1000	0.0005630319
281/1000	0.0005986924
291/1000	0.0006351732
301/1000	0.0006724585
311/1000	0.0007105328
321/1000	0.0007493812
331/1000	0.0007889894
341/1000	0.0008293435
351/1000	0.0008704301
361/1000	0.0009122359
371/1000	0.0009547484
381/1000	0.0009979553
391/1000	0.0010418445
401/1000	0.0010864045
411/1000	0.001131624
421/1000	0.0011774919
431/1000	0.0012239975
441/1000	0.0012711303
451/1000	0.0013188802
461/1000	0.0013672371
471/1000	0.0014161914
481/1000	0.0014657336
491/1000	0.0015158544
501/1000	0.0015665447
511/1000	0.0016177956
521/1000	0.0016695986
531/1000	0.0017219451
541/1000	0.0017748267
551/1000	0.0018282355
561/1000	0.0018821633
571/1000	0.0019366024
581/1000	0.0019915452
591/1000	0.002046984
601/1000	0.0021029117
611/1000	0.0021593209
621/1000	0.0022162045
631/1000	0.0022735557
641/1000	0.0023313675
651/1000	0.0023896333
661/1000	0.0024483465
671/1000	0.0025075006
681/1000	0.0025670893
691/1000	0.0026271063
701/1000	0.0026875454
711/1000	0.0027484007
721/1000	0.0028096661
731/1000	0.0028713359
741/1000	0.0029334043
751/1000	0.0029958656
761/1000	0.0030587142
771/1000	0.0031219448
781/1000	0.0031855519
791/1000	0.0032495301
801/1000	0.0033138743
811/1000	0.0033785793
821/1000	0.0034436401
831/1000	0.0035090516
841/1000	0.0035748089
851/1000	0.0036409072
861/1000	0.0037073416
871/1000	0.0037741076
881/1000	0.0038412003
891/1000	0.0039086153
901/1000	0.003976348
911/1000	0.0040443941
921/1000	0.0041127489
931/1000	0.0041814084
941/1000	0.0042503681
951/1000	0.0043196239
961/1000	0.0043891716
971/1000	0.0044590071
981/1000	0.0045291264
991/1000	0.0045995254
1001/1000	0.0046702003
1011/1000	0.0047411471
1021/1000	0.0048123619
1031/1000	0.0048838411
1041/1000	0.0049555808
1051/1000	0.0050275773
