1.9379450491343064	-0.26626683942457025*rho[40.1]
1.93823884363922	-0.2661861251145503*rho[40.2]
1.9385326381441335	-0.266105447499745*rho[40.3]
1.9388264326490467	-0.2660248065579141*rho[40.4]
1.93912022715396	-0.2659442022668341*rho[40.5]
1.9394140216588736	-0.2658636346042981*rho[40.6]
1.939707816163787	-0.2657831035481166*rho[40.7]
1.9400016106687006	-0.2657026090761163*rho[40.8]
1.9402954051736139	-0.26562215116614124*rho[40.9]
1.9405891996785272	-0.26554172979605173*rho[41.]
1.9408829941834407	-0.265461344943725*rho[41.1]
1.9411767886883542	-0.2653809965870551*rho[41.2]
1.9414705831932677	-0.2653006847039529*rho[41.3]
1.941764377698181	-0.2652204092723458*rho[41.4]
1.9420581722030945	-0.2651401702701779*rho[41.5]
1.9423519667080078	-0.26505996767541*rho[41.6]
1.9426457612129213	-0.2649798014660196*rho[41.7]
1.9429395557178348	-0.2648996716200009*rho[41.8]
1.9432333502227483	-0.2648195781153646*rho[41.9]
1.9435271447276616	-0.26473952093013825*rho[42.]
1.943820939232575	-0.2646595000423656*rho[42.1]
1.9441147337374884	-0.2645795154301074*rho[42.2]
1.944408528242402	-0.2644995670714407*rho[42.3]
1.9447023227473155	-0.26441965494445924*rho[42.4]
1.9449961172522288	-0.26433977902727335*rho[42.5]
1.945289911757142	-0.2642599392980098*rho[42.6]
1.9455837062620556	-0.26418013573481175*rho[42.7]
1.945877500766969	-0.26410036831583916*rho[42.8]
1.9461712952718826	-0.2640206370192682*rho[42.9]
1.9464650897767959	-0.2639409418232918*rho[43.]
1.9467588842817094	-0.26386128270611897*rho[43.1]
1.9470526787866227	-0.26378165964597544*rho[43.2]
1.9473464732915362	-0.2637020726211033*rho[43.3]
1.9476402677964497	-0.26362252160976085*rho[43.4]
1.9479340623013632	-0.2635430065902232*rho[43.5]
1.9482278568062765	-0.26346352754078156*rho[43.6]
1.9485216513111898	-0.2633840844397435*rho[43.7]
1.9488154458161033	-0.26330467726543294*rho[43.8]
1.9491092403210168	-0.2632253059961902*rho[43.9]
1.9494030348259304	-0.26314597061037187*rho[44.]
1.9496968293308437	-0.26306667108635107*rho[44.1]
1.949990623835757	-0.2629874074025168*rho[44.2]
1.9502844183406705	-0.26290817953727463*rho[44.3]
1.950578212845584	-0.2628289874690463*rho[44.4]
1.9508720073504975	-0.2627498311762699*rho[44.5]
1.9511658018554108	-0.26267071063739955*rho[44.6]
1.9514595963603243	-0.2625916258309058*rho[44.7]
1.9517533908652376	-0.2625125767352752*rho[44.8]
1.952047185370151	-0.2624335633290107*rho[44.9]
1.9523409798750646	-0.2623545855906312*rho[45.]
1.9526347743799781	-0.26227564349867194*rho[45.1]
1.9529285688848914	-0.26219673703168433*rho[45.2]
1.9532223633898047	-0.26211786616823574*rho[45.3]
1.9535161578947182	-0.26203903088690966*rho[45.4]
1.9538099523996317	-0.2619602311663059*rho[45.5]
1.9541037469045452	-0.26188146698504006*rho[45.6]
1.9543975414094585	-0.2618027383217441*rho[45.7]
1.9546913359143718	-0.26172404515506587*rho[45.8]
1.9549851304192853	-0.2616453874636692*rho[45.9]
1.9552789249241989	-0.2615667652262342*rho[46.]
1.9555727194291124	-0.26148817842145666*rho[46.1]
1.9558665139340257	-0.2614096270280487*rho[46.2]
1.9561603084389392	-0.2613311110247382*rho[46.3]
1.9564541029438525	-0.2612526303902691*rho[46.4]
1.956747897448766	-0.26117418510340124*rho[46.5]
1.9570416919536795	-0.2610957751429105*rho[46.6]
1.957335486458593	-0.26101740048758854*rho[46.7]
1.9576292809635063	-0.2609390611162431*rho[46.8]
1.9579230754684196	-0.2608607570076978*rho[46.9]
1.958216869973333	-0.2607824881407919*rho[47.]
1.9585106644782466	-0.26070425449438084*rho[47.1]
1.9588044589831601	-0.2606260560473357*rho[47.2]
1.9590982534880734	-0.2605478927785437*rho[47.3]
1.9593920479929867	-0.26046976466690747*rho[47.4]
1.9596858424979002	-0.26039167169134564*rho[47.5]
1.9599796370028137	-0.26031361383079277*rho[47.6]
1.9602734315077273	-0.2602355910641991*rho[47.7]
1.9605672260126406	-0.2601576033705306*rho[47.8]
1.960861020517554	-0.26007965072876904*rho[47.9]
1.9611548150224674	-0.26000173311791197*rho[48.]
1.9614486095273809	-0.25992385051697253*rho[48.1]
1.9617424040322944	-0.25984600290497967*rho[48.2]
1.962036198537208	-0.2597681902609781*rho[48.3]
1.9623299930421212	-0.2596904125640282*rho[48.4]
1.9626237875470345	-0.25961266979320585*rho[48.5]
1.962917582051948	-0.2595349619276027*rho[48.6]
1.9632113765568615	-0.25945728894632625*rho[48.7]
1.963505171061775	-0.25937965082849923*rho[48.8]
