1.9381224271433664	-0.2662181038855328*rho[40.1]
1.9384162393860807	-0.2661374068621877*rho[40.2]
1.938710051628795	-0.26605674652505573*rho[40.3]
1.9390038638715095	-0.26597612285190275*rho[40.4]
1.9392976761142235	-0.2658955358205115*rho[40.5]
1.939591488356938	-0.2658149854086813*rho[40.6]
1.9398853005996524	-0.26573447159422864*rho[40.7]
1.9401791128423667	-0.2656539943549865*rho[40.8]
1.9404729250850812	-0.26557355366880464*rho[40.9]
1.9407667373277953	-0.26549314951354996*rho[41.]
1.9410605495705098	-0.2654127818671056*rho[41.1]
1.941354361813224	-0.2653324507073718*rho[41.2]
1.9416481740559384	-0.2652521560122655*rho[41.3]
1.941941986298653	-0.26517189775972*rho[41.4]
1.942235798541367	-0.2650916759276858*rho[41.5]
1.9425296107840815	-0.26501149049412953*rho[41.6]
1.9428234230267958	-0.264931341437035*rho[41.7]
1.94311723526951	-0.2648512287344023*rho[41.8]
1.9434110475122244	-0.26477115236424836*rho[41.9]
1.9437048597549387	-0.2646911123046065*rho[42.]
1.9439986719976532	-0.2646111085335268*rho[42.1]
1.9442924842403673	-0.2645311410290761*rho[42.2]
1.9445862964830818	-0.26445120976933734*rho[42.3]
1.944880108725796	-0.26437131473241043*rho[42.4]
1.9451739209685104	-0.2642914558964116*rho[42.5]
1.945467733211225	-0.26421163323947366*rho[42.6]
1.945761545453939	-0.2641318467397461*rho[42.7]
1.9460553576966535	-0.26405209637539456*rho[42.8]
1.9463491699393678	-0.2639723821246014*rho[42.9]
1.946642982182082	-0.26389270396556536*rho[43.]
1.9469367944247966	-0.2638130618765017*rho[43.1]
1.9472306066675107	-0.2637334558356421*rho[43.2]
1.9475244189102252	-0.26365388582123456*rho[43.3]
1.9478182311529395	-0.26357435181154354*rho[43.4]
1.9481120433956538	-0.26349485378485*rho[43.5]
1.948405855638368	-0.2634153917194511*rho[43.6]
1.9486996678810824	-0.26333596559366046*rho[43.7]
1.948993480123797	-0.2632565753858079*rho[43.8]
1.949287292366511	-0.26317722107423996*rho[43.9]
